author,date,comment
blueguydotcom,2004-02-27 18:56:50+00:00,so what you are saying is that you have the performance package which is another 4000 added to the price to the carno it didnt thats a typical misrepresentation of the facts bmw owners do it too get a 330i and then add the sport package and 18 inch rims and wheels at this point youre now talking about a 2k difference for an engine thats modified modded tranny different suspension different interiorexterior treatment heck acura and g35 owners pay 2k just to get cosmetic changes to their carsmine is a 18t frontrack and cvt the car pulls with tremendous authority and the cvt is a awesome tranny previous to my a4 i had a 2k nissan maxima i like a car with power and i am very impressed with the power of and fuel economy of the 18t engine btwi live in s florida im glad you like it i couldnt live with a cvt or the 18t engine again theyre gorgeous cars with excellent interiors and the 18t pulls nicely but i love the necksnapping ability mixed with the docile nature i can get with a shift to 3rd i can go from 60 to 95 in a blink and transform my comfy little cruiser into a brutish thug thats part of why i love my jekyll and hyde car if only bmw let us get that 32 in our 330issighm3 sedan yummy
blueguydotcom,2004-02-27 19:07:26+00:00,blueguydotcom guess ill just have to defer to your experience and expertise in all matters steering related when it comes to what i prefer with my money i dont even understand how youd have the temerity to toss up journalists as to proof a vehicle should feel a certain way to me i never said the rest of the world should bow down to the bmw or acura or any car i expressed my opinion on what was worth my money why would i or anyone else take into consideration what dozens of others might have indicated in their published reports when you have spoken i honestly dont know why anyone believes a word written in car mags or reviews of anything i judge for myself and make my decision from there experience for yourself and build your opinions from that repeating quotes from car mags is nothing more than parroting the opinions of someone else you can tell me x car is horrible but i must experience it for myselfgood example im a huge movie buff ive had netflix for near 4 years i see movies constantly watch zero tv and because of my love for film ill give just about everything a shot b movies iranian film japanese socalled bombs etc with some friends one night we saw an ad for swept away on payperview the common consensus among critics it was horrible someone snorted who would see that i said i had on dvd and it was quite bad another friend added leave it to you to confirm that the universally hated film was bad it wasnt good enough that others liked it or disliked it i had to experience it firsthandthere can be differences in two cars often one test drive isnt enough some specific single cars are lemons others just arent up to the rest deviations from the mean thats why ive driven two of them you can keep trying but in my experience with the is300 the car felt numb and disconnected the engine didnt offer the power i prefer like it or not these are my opinions and i will not deviate from tham
riez,2004-02-28 15:00:45+00:00,blueguydotcom having owned a 98 540i6 and a 00 323ia i have some appreciation for bmw steering systems ive also test driven 318ti e39 525i e46 325xi z3 x5 e65 745i etc have you ever done the susan b kosman drive for the cure it is a blast i didnt mind fact e39 540i used recirculating ball instead of rack pinion in the e39 525i530i both work quite well but i also own two is300s an automatic and a manual the steering in the is is every bit as good as that in the e39 or e46 bmws it is not numb nor disconnected and if it is then i guess so too must be the bmwsthis is opinion based on actual comparative ownership not just a short test drive or two i also loved the steering in my former infiniti g20t and my former lincoln ls8 sport i find your following comment fascinatingi honestly dont know why anyone believes a word written in car mags or reviews of anythingarent you writing and essentially providing a review of something guess we shouldnt believe a word im a strong proponent of the value of good automotive journalism and subscribe to nearly two dozen automotive publications
pat,2004-02-28 17:56:06+00:00,i think the point is that everyone is entitled to his or her own opinion there is a disagreement here about which it is pointless to continue to argue obviously both of you hold your own opposing opinions and neither have any interest in being persuaded to think otherwise and thats fine you each feel youve made the right decisions and that is as it should bebut rather than expand this disagreement into more of the same with a slightly different background lets just move onthanks
blueguydotcom,2004-02-28 21:14:03+00:00,ill roll with that
jrock65,2004-03-02 02:54:39+00:00,1 the interior is a complete do over expect to see seat controls changed higher quality leathers and an upgraded dash possibly lcd instruments since that is what is coming in the new m35m45 i also expect we will see aluminum pedals added and the titaninum painted center or any painted trim to disappear this makeover of the interior is a 100 redo2 the sheet metal will not change but the front and rear bumpers will be totally redone and incorporate the aero kits or something very similar to them on both the coupe and sedan models for those of you with 03 model sedans that have been wanting to buy an aero kit infiniti has just reduced the price 23 they are closing them out because next year they will be standard3 dont look for a horsepower increase because there wont be one but you can certainly look for a price increase
merc1,2004-03-02 06:18:19+00:00,when very important m
cheerioboy26,2004-03-02 15:17:48+00:00,the rumor is the updated g will be at the ny auto show next month along with the new m3545the g available in the fall
prattster,2004-03-02 18:56:14+00:00,its good to hear the upgrades however nissaninfiniti should learn from this and apply to all future new products that cutting corners to save a penny here will cut sales and hurt image possibly do it right from the onset and reap the rewards as in the new acura tl
chrisboth,2004-03-02 20:05:22+00:00,perhaps acura should learn from infiniti and make a sports sedan that is based on a sports car rather than front drive family car they all look to and learn from each other perhaps they did us a service those infiniti guys and instead of spending more money on the g concept and making it pricier they figured out that what matters is not the interior its perfect balance and a rigid rwd platform get that right first and then improve the fluff stuff
chrisboth,2004-03-02 20:07:05+00:00,also didnt notice infiniti suffering from any reputation probs
danny1878,2004-03-02 20:27:30+00:00,fyi acura tl sedan sales for jan 2004 5036 units es330 5254 units feb 2004 6274 units es330 unitsacura tl sales up by 1238 units compared to jan sales and over lexus in jang35 sedan sales for jan 2004 3382 unitsfeb 2004 3439 units only up 57 unitsfeb2004 for g35 coupe is 2145 unitstl sedan sales is more than g35 sedan and coupe combines lol good reputation hehlucky acura didnt learn from people who know so much about sports 47 up in jan 57 in feb
cheerioboy26,2004-03-02 20:48:03+00:00,thats right after two years on the market the g35 sedan is still selling at the same rate it was from the beginning its also a more accurate comparison to compare sales in the same month of the preceeding year since there is an annual ebb and flow to car sales in general winter is not exactly the best time to sell a sports coupe or a convertible for exampleg35 sedan sales up 42 from feb 2003 sales of 2410 that comparison is more meaningfulim sure the tl did much better this month when compared to its sales in feb 2003 but you also have to consider it is an outgoing model vs a brand new model comparisionafter two years in the market with all of the complaints about the lack of a manual in its first year plus ongoing criticisms of the interior some valid some not whether or not the styling will remain fresh the g continues to sell
cheerioboy26,2004-03-02 20:49:30+00:00,agreed they should do that from day one perhaps now that they have money they will these cars that get this criticism most g35 altima were designed at the bottom of nissans problems right when ghosn came aboard
danny1878,2004-03-02 20:55:49+00:00,4092 units is the best g35 sedan could do in 2003 augustsummer particularly is the trend going up or down cheerioboy
jrock65,2004-03-02 21:16:07+00:00,the tls sales no doubt speak for itself in terms of the popularity of the carbut if im a tl owner i wouldnt necessarily be happy with this since this means that there are tls all over the placeit seems the maxima increased in sales by a bit 5200 for many nissan buyers the maxima is a viable alternative to the g35 if one is willing to sacrifices some sport for room and fwd for snow and is not willing to pay extra for awd a fully loaded maxima and a g35 offer similar features for almost the same pricebmw sold 2492 325i and 467 330i this isnt surprising since the 3 is near the end of its model run sales will pick up when the next 3 is introduced but bmw will have to do an excellent job the tl has been a big success the g35 will only get better with the redone interior and lexus seems serious about the next is 3series domination is no longer a gimme in this segment as it once used to bemerc1he didnt say when the 05 g35 would be released but since the 04 g35 and g35 coupe were released in august 2003 i would guess that the 05 would be released around the same time in 2004
chrisboth,2004-03-02 21:19:59+00:00,the maxy should be compared to the tl imo looks like nissan wins that comp the g is comparable to nothing in the acurahonda lineup only for price sake do we get into the comparison game with g and tl
danny1878,2004-03-02 21:33:26+00:00,youre right jrock65 but if i want exclusiveness i wouldnt have bought a 3040k car which can be afforded by most people what makes them not buying them is a question of need and qualitythe only thing that can stop people from buying car are limited edition car expensiveness or less qualitycomparing maxima to tl that is the only thing that you got maxima is a failure in nissan lol no offense but is the truth gtg
chrisboth,2004-03-02 21:46:09+00:00,if sales are the metric by which you judge success the maxy rules all subjectivity about looks aside whats wrong with it other than oversteer problems its fast big and while not as nimble its a fwd sporty sedan just like the acurathe fact that they compare the acura to the g actually says quite a bit for the tl i will concede i wouldnt go too far with it tho as the platforms are very different even if the tl drivers cant telli stirred it up good this time ma
cheerioboy26,2004-03-02 22:20:35+00:00,the trend is neither up nor down in my opinion in the long term picking out one month out of the air doesnt make or break a car but comparing janfeb 04 to janfeb 03 does have value you cant compare the summer number to the current number you wont find the manufacturers using that comparison either im not going to get into a sales argument we all know the tl outsells the g35 everyone has their reasons why they pick one over the othervaluable discussions regarding sales within a model line would probably be either yeartoyear monthly comparisons or cumulative comparisons for example fallwinter 200303 to fallwinter 200304 or total yearly sales
blueguydotcom,2004-03-02 22:41:42+00:00,tl sedan sales is more than g35 sedan and coupe combines lol good reputation hehlucky acura didnt learn from people who know so much about sports 47 up in jan 57 in feb thats an interesting thing youre basically saying the infiniti which hasnt enjoyed good sales over the past 10 years isnt doing well by moving 5060k units of the g most struggling manufacturers would love to offload 3040k cars in those kind of numbersid say both cars are a hit fair enoughim just itching for an awd tl 6 speed by may 2006 i couldnt stomach a wrong wheel drive car so maybe acura will meet enthusiasts half way with awd and give us a reason to defect ideally let us split the power with a cpu ala the wrx sti85 rear 15 frontoh yummy
bobcatman,2004-03-02 22:58:24+00:00,looks real likely this will be built 300 hp but doesnt say whether awd is certain httpwwwimakenewscomautospiesearticle000214337cfm
fedlawman,2004-03-02 23:07:20+00:00,with improved interior materials i might very well have chosen the g35 instead of the tsx last summer i dont think that the interior layoutstyling wchange will be too dramatic though because the g35 has to remain on the nissan family treethat polarizing funky french tree
blueguydotcom,2004-03-02 23:20:02+00:00,have you seen the interiors on the fx and murano nissan can do a nice job they just tend to cheap outhow do you like your tsx sometimes i wish id bought it over my zhp
kahunah,2004-03-03 04:40:37+00:00,what dont you like about your zhp
danny1878,2004-03-03 05:35:32+00:00,if sales are the metric by which you judge success the maxy rules i dunno bout you but experts in cd motorweek cr did compare tl with 330i325i and g35 chris maybe you are more of an expert sort of whos right then whereis maxyin fact in edmund 20022003 comparison g35 couldnt outsell the previous 32 tl and considered a tieif not second after bmw how can a g35 win over the new tl how absurdg35 is not as fast as tlg35 is not as well equipped like tlg35 is cheaper than tlg35 is not as luxy as tlg35 does sell less than tlg35 is not as high tech as tlwhat else is wrong with this car to me is a lot and so to other 6 thousand people who chosed tl lol thats is why only 3 thousands people choose g35 isnt that sad for a so called bettersportier car than tl and its cheaper too lol why dont they buyblueguy cheerioboy i respect your opinionsi like stirring the pot lol tee hee
jrock65,2004-03-03 06:39:17+00:00,g35 is not as fast as tldisagree the cd comparo found the tl to be faster 0 to 60 but the average of the entire sample of tests seems to say that the two cars are a dead heat 0 to 60 and the g35 is slightly faster in the 14 mileg35 is not as well equipped like tldepends the g has some features that the tl lacks and vice versa personally i prefer the exclusive features of the g since bluetooth dvdaudio and voice operation navi isnt worth it is useless to meg35 is cheaper than tlthe base g is cheaper than the tl but very very few people get the base g similarly configured the g35 costs a bit more but i would think that this is a plus for the tl not a minusg35 is not as luxy as tlif by luxy you mean better interior then yesg35 does sell less than tlno doubt about itg35 is not as high tech as tlyes the tl has more high tech featuresagain i really like the tl and would personally get it over the g35 depending on how good the 2005 g35 interior changes are i just dont think that either is better than the other in any quantitative sense of the word
danny1878,2004-03-03 06:45:48+00:00,fair enough jrock i respect your opinion
merc1,2004-03-03 06:46:40+00:00,wow no issues with one of your postslol correct id most likely have a g35 coupe now if it werent for these rumors about its interior being redone and because of the interior not being up to the rest of the car in the first place id be sick if i bought one now and they redo the interior 56 months from now jrock65 i hope august is correct sure would be nice m
merc1,2004-03-03 06:51:18+00:00,the tl vs g35 debatemy takeboth of these cars are great naturally you have to open with that line the tl looks better imo has a better interior is a hair faster is fwd depending and has more features the g35 handles better stops better and is rwd depending i think its really pointless to argue reliability here neither will match that other japanese luxury brand per the surveys they are both competing for 2nd place here price is pretty much a nonissue too at least around here i think it comes down to whether you want more luxuryfeatures or more performance straightline speed isnt everything and rwd handling characteristics neither one of these cars clobbers the other overall m
danny1878,2004-03-03 06:57:49+00:00,merc1 im cool with your opinion lol i think i know what is the other japanese luxury brand i like it especially the ls430
jrock65,2004-03-03 08:46:34+00:00,not really near luxury but performance sedan in every sense of the termhttpwwwrsportscarscomengcarsbmwconceptm5asp500 hpi think itll be a tad faster than the tl or g35
kahunah,2004-03-03 09:49:10+00:00,i think itll be a tad faster than the tl or g35who cares its still ugly
merc1,2004-03-03 10:39:09+00:00,i knew this was going to happen a 500hp v10 a 7speed smg transmission the e55 rs6 stype r xjr s55 and other so called highend sport sedans have all been surpassed styling aside which im starting to like this new m5 is going to inhale the cars in its segment in dynamics and performance m
qbrozen,2004-03-03 12:59:13+00:00,the maxima vs the tl youre kidding right have you driven both im unfortunately driving a rental 2004 maxima right now trust me there are many many good reasons why it doesnt even come close to the tl it does have power yes but thats where it all ends horrible torque steer and sloppy road and steering feel kill any performance that doesnt involve straight lines and dont even get me started at how bad this interior is i have to make an appointment with my chiropractor just because im driving this car i enjoyed my 98 mazda 626 more than this thing if it werent for the engine id have nothing good to say about the maxi
chrisboth,2004-03-03 14:31:00+00:00,is it worse that the last gen driven 04 tl not max since 01 or 02
blueguydotcom,2004-03-03 16:21:14+00:00,what dont you like about your zhp beyond not liking the tranny or the stigma of owning a bmw the cars a blast its way too much fun yet there was something smooth purposeful and subdued about the tsx that i really liked as ive said before if the tl has awd in 2006 it will likely get my business its been almost a year since i got the bmw and im still not comfortable with the attention it gets im fairly certain now that i flat out could never be comfortable with something like a porsche or ferrariwho cares the m5 is still ugly screw the appearance of the car its beautiful for what it can do not what it looks like i couldnt care less about the sheetmetal that thing will flat out obliterate any other sport sedan made seating for 4 a decent sized trunk and enough power to plaster a grin on your face
riez,2004-03-03 16:34:12+00:00,road test report on tl and an intro report on their longterm g35x awder they like both appear to rave a bit more over the g35 than the tl they pan the tls problematic torque steer issue mentioning they wish it were rwd
kahunah,2004-03-03 16:54:55+00:00,its beautiful for what it can do not what it looks likei agree its just going to take me awhile to get over the bangle affect
prattster,2004-03-03 17:06:28+00:00,yeah im surprised about that lol you really know your stuff about cars and usually have facts to support your arguments sometimes i just like to mix it up a bit to get some more dialogue but normally im real laid back and just like to read a lot actually im really an acurahonda man more than lexus i enjoy the more sporty aspect and connected feel but i love the lexus quality and tight workmanship like the old sc400 i still think the g35 coupe is darn sexy and love that angry snarl when you hit it my old 94 prelude vtec was a blast to drive and also had that snarl when the vtec kicked in around 4500 rpm i think acura finally is coming back to life after being neglected by the parent company for so long the new nsx looks real promisingabout time and the new rl should really ignite the segment but then theres the new m3545 which are basically a scaled up and more plush g35
speedracer3,2004-03-03 17:54:23+00:00,its been almost a year since i got the bmw and im still not comfortable with the attention it gets im fairly certain now that i flat out could never be comfortable with something like a porsche or ferrarithat is surprising since here in s florida a bmw 3 is as abundant as a toyota camry baby beemers barely raise an eyebrow now drive in with a ferrari and you have everybodys attention
qbrozen,2004-03-03 18:14:50+00:00,i never tried the previous gen
blueguydotcom,2004-03-03 18:29:48+00:00,thats the weird thing bimmers are ubiquitous in san diego too i could count 50 bmws on my daily drive to and from work i only drive my car on the weekends so 89 days a month and invariably some random person will comment on it if i park any place other than at home or work last weekend 3 people approached me about the car at a blockbuster at the gas station i get the most questionscomments there it seems and parking on the street in pacific beach i still dont see many 330i zhps on the road so it could be that it looks different enough from the standard 3 that people are curious i know many women have asked what model my bmw is as they like it maybe a standard 3 wouldnt get so many comments shrug i know in all the years i had a jetta or a stanza nobody ever walked up to me and started talking about my car or weirder still asked to sit in it this isnt a freaking lambomy friends used to call my gray stanza the undercover car as it could move about unnoticed the jetta too felt that way in my protege im as anonymous as a speck of sand on the beach in fact this morning i passed a friend of over 12 years on the freeway and waved and got nothing i called her cell seconds laster and she said she didnt see my car anywhere which car the bmw
chrisboth,2004-03-03 18:38:11+00:00,the m3 and zhp pakages look pretty tuff they do look very different to me than a 325 for sure the only attention i used to get in a 328 in south florida was the bird i go for 6 months without even getting honked at but in sunny fla the guys sitting on back of work trucks with nothing to do on thier way to job site flick cigarettes on the car or simply scream and flip you off this happened weekly my choice for infiniti has paid off no one seems to really notice it latelythe coupe sticks out tho like yasser araafat at a briss
speedracer3,2004-03-03 20:06:51+00:00,chrisyeah s florida drivers are truly a rare breed i am surprised how some of these people get their drivers licensesbluetalk about attention when i had my maxima se everybody wanted to race me at every other stop light thats the wrong attention although every once in a while id open it up to show that the vq is no slouch what a great engine i am pretty much left alone with my a4 because they are also becoming very common around here
blueguydotcom,2004-03-03 21:55:42+00:00,i loved the old 30 vq im not real moved by the 35 but its still a solid engine
buddhabman,2004-03-03 23:58:39+00:00,coming in to la on the 101 is like riding on the bmw expressway everyday i see a dozens of 5s and 7 series and probably 50 3series of all styles generations the last three days i have seen 3 or 4 7s in a row in one lane its amazing where all this money is coming from the next hot car is the g35 i see a dozen of those cars each way i am starting to see a few more of the new tls i have noticed 2 or 3 new ones traveling in every morning one thing is very interesting i noticed that the g35 drivers are fairly courteous never competitive when i ride in the aero wagon and an audi or bmw pull up sometimes i get competitive power on i always nod to the m3s and m5s but its the new 7 series drivers that always show out
fedlawman,2004-03-04 00:52:39+00:00,my cousin just bought a nissan titan fullsize pickupnice truck the interior is fresh and modern without being too contrived unlike the g35 and maxima the plastics and switchgear are kinda cheap but oh welli must admit ive never seen the fx or murano interior in person so i cant comment on their quality but i was referring to the common styling theme that nissan is following right now overall its not where i would want to spend much timei like bmws so much prebangle because their designstyling is purposeful they look and feel the way they do because its the most efficient way for the car to go about its businessno unecessary scoops curves grooves etcas for my tsxim loving it now that its got some miles on the clock the engine has really opened up and it breathes like a sprinter i swear if it didnt have a fuel cutoff at 7500 it would zing up to 10000 without a problem the cold temperatures also make a big difference with that big i4 i love downshifting to 3rd behind slowmoving traffic and slingshotting out and around this car has some serious midrange gruntno need for 4 cyl apologies hereim taking my tsx to another bmw cca track event later this month hopefully i can grind down those allseason michelins enough to justify some new shoes yokos before the summer it took a little getting used to the drivebywire throttle but ive finally got heelandtoe down in the tsx and it is so sweet and yes it does have that gorgeous interior and slick 6speed that i never grow tired of i sometimes regret not biting the bullet and getting the bmw not so much for its driving experience since the tsx satisfies very nicely its just that i originally wanted something different nonjapanese and my smarter side ruled against it you know what i really want is a cherry 1989 325is to play with sport suspension bbs rimsoohhh it really is the best sport sedan bmw ever made or at least my favorite and id buy one tomorrow if it crossed my pathlike you my sport sedan only comes out on weekends so it is much more fun to drive because every drive feels like the first timei must tell you though we got a new volvo v70 for munchkins in january and i really enjoy driving it smooth ride barkalounger seats and it just looks coolregardsbrian
blueguydotcom,2004-03-04 01:39:58+00:00,isnt it funny how absence really does make the heart grow fonder i slip behind the wheel of my car on friday nights and it feels like a darn solid race car after 5 days of driving my rickety loud tinny little protege as a friend pointed out one day i even refer to the bmw as my car and the other car the one i own i call the commuter or by its name its the redheaded stepchild in my automotive familybtw im not an suv guy but golly that armadas insane i sat in one at a dealer and i felt like i was in a leatherlined bus
kdshapiro,2004-03-04 01:51:24+00:00,btw im not an suv guy but golly that armadas insane i sat in one at a dealer and i felt like i was in a leatherlined busi felt the same way when i checkout out the lincoln blackwood edition talk about 56k worth of stigma speaking of stigma i dont understand why we let ourselves be influenced by the sometimes ridiculous opinions of others thats all that stigma is a negative overreaction to the negative opinions of others
blueguydotcom,2004-03-04 06:06:50+00:00,true regardless we all let society shape our viewsbehavior in some fashion
victord1,2004-03-04 07:53:47+00:00,i believe i posted a message sometime waaaaaaay back about six months ago about my personal experience with both cars my sister and i own both the 03 max se and 03 tls the tls has slight advantages in handling smoother ride smoother engine at high rpm and possibly exterior look i like the max interior ergonomics quieter engine smoother transengine interactions both cars have slush box and bigger sizeto most people both cars are about equal overall except for 20004000 differences in prices wincentives on the max now i havent testdriven the 04 tl yet but i assume that the new smaller size and slightly more powerful engine would increase its performancehandling potentials even further i tested the 04 max the first day it arrived in the dealer and noticed that while the engine was even smootherquieter than the 03 and the drive had been improved with the new rear ind suspension setup the cars bigger size reduced the handling part to just marginally better than the 03 and dont even get me started with the new interiorwhat the heck were they thinkingwhen the new 06 bmw 3series come out in late 05 ill probably trade in the max for the older version 05 3s personally i think the current 3series has the best overall exterior look especially in titanium silver and the size is just about right for meyes ive grown tired of the bigger max now if i can only get pass the bmw reliability issuesoh well then theres always a tl
mariner7,2004-03-04 13:07:51+00:00,i agree the g35 is hot i see more and more of them around the wealthy suburbs of dc i bet in the past a large of those would be 3s im sure new tl will show up after all old ones were all over the placesurprisingly the hot suv to my eyes is the murano its starting to compete with rx mdx and volvo in burbs well not too surprising it got more style than any of the others
qbrozen,2004-03-04 14:35:30+00:00,thanks for the rundown on the maxis good to know im not nuts for hating this thingi strongly suggest checking out the 04 tl i did try the previous gen tls and while i liked it i found it rather boring the new one is a huge improvement
speedracer3,2004-03-04 14:56:10+00:00,the one thing i do not like about about the tsxtl is that they have not shaken their honda family resemblance the tsx is an euro accord and the tl i see the old civic tailights on this car is just a larger version of it what i liked about the g35 is that no current nissan car looks remotely like it i applaud honda for giving acura a more aggressive look the old tl was just blah to look at but i look at a tsxtl and still see just another accord on the road
designman,2004-03-04 16:01:17+00:00,the maxima looks like a twin brother that is a little too addicted to sausage pizzas i find the g35 look tolerable but its not exactly svelte either sedans are bloated across all automotive brands grotesque features no attention to fine details rubenesque is inmy advice to auto designers have a salad
speedracer3,2004-03-04 16:05:13+00:00,dont get me started about the new maxima i despise its looks now the g35 coupe is sex on wheels
designman,2004-03-04 16:13:37+00:00,hey whatever turns you on i always thought fashion models could stand to eat a sicilian slice or two
glenford,2004-03-04 16:30:12+00:00,drove a 330 and a 325 this week both awd bad driveway ny winters liked them both great feeling car for the limited time i got to do it while i might not have thought this if i drove just the 325 after driving the 330 the 325 power seemed nice but not great of course in most cases not a real issue im off in the near future to drive a g35x on paper looks like i can have 330 power for less than 325 price at a higher level of equipment cd changer leather and still less than the 325 recent years reliability looks comparablenothing else looks close to these two to me audi has some reliability issues i think no volvo dealer nearby and not so sportingawd is a must havethoughts tim
designman,2004-03-04 16:35:01+00:00,indeed g35 coupe has a nice shape and aft section front is a little bulbous but ill buy the sexy description i also think evo and is sport cross are sexybut to me the real lookers are the sports cars 911 coupe and targa boxster miata s2000 350z coupe and roadster i think the new vette is an improvement but it cant seem to shed that big truncated butt z4 should be used as prop for cgrade monster movies such as the blob
mariner7,2004-03-04 17:32:33+00:00,g35 max share some family resemblance but total effect is quite different g35 sedan looks light where max is just too heavy handedwhen previous tl came out as a concept i was very impressed by its look a relative of mine was looking for a car i recommended the car to him he bought the car before it came out as production by the end of its cycle i couldnt stand the sight of that car to me the design aged really badly
victord1,2004-03-04 18:51:09+00:00,the new 04 maxima is never in my plan to replace my current maxhonestly i like mine better to me it seems that while acura has moved the new tl closer to the bmw 3series nissan did just the opposite with the new max for someone whos looking for a family sedan with room and power to spare the max is an excellent choice however for a single guy like me who likes corners and twisties a more agile and smaller sedan would be more preferablewhen its time for my tradeup the only cars i have in mind are the new tl the g35g35x possibly the upcoming 250hp awd subaru for the awd factor and the 3series as the most favorite i like almost everything about the car except reliabilitysorry didnt mean to sound like a broken record
designman,2004-03-04 19:14:50+00:00,what i like about the g35 is the overall shape numero uno in judging appearance imo it has a fluid airfoil shape similar to the 911 also none of the details and proportions scream for attention i think they could have done a better job with the headlights and grille though headlights say maxima grille says cadillactl has subtle details but is too wedgy and chunky in the rear accordingly the shape is a bit unbalanced and that swathe running just beneath the beltline looks like an afterthought incongruous id bet they added that near the deadline after thinking the car looked too vertical to give the impression of less height the wedge works better with smaller cars like tsx and rsx by the way on the acura website they do a great job of reducing the chunky rear with lighting notice how dark the bumper is in all shots but when it comes out into real available light the butt is very large i146m sure the tl is going to be a winner but i think it would have been deadnuts perfect by reducing the angle of the wedge a bit the wedge may say sport but it does not say elegance larger sedans have to keep it to a minimumnot totally happy but i146ll take either one of these cars on looks for the most part there is harmony and order to the details and lines no unnecessary topography they sure do beat the bangle bimmers
blueguydotcom,2004-03-04 19:19:52+00:00,i like the tls shape i prefer creases and hard lines and edges i do not like large flat surfaces like the slab sides of the g35 the cts and the just plain ugly doors on the g35 coupe the new bangle designs also feature too many flat surfaces bangle seems to model everything after mushy ice cream that was refrozen weird angles nothing solid and exceptionally bland
designman,2004-03-04 19:42:18+00:00,i can go for creases and edges but again they have to be subordinate to the overall shape ctv has something going but the shape is so unbalanced that it looks freaky like a caricature and that vertical crease on the trunk and rear bumper is excess makes the car look like a crushed orange juice cartonmushy ice cream that was refrozengood description bangle calls it flamed surfaces
speedracer3,2004-03-04 19:52:11+00:00,i dont like bangles designs at all i think he screwed up the 7 series and the z4 is hard to look at the 5 series is growing on me but only when it looks like thishttpwwwsupercarsnetsdbqid2920
designman,2004-03-04 20:26:32+00:00,edsel and aztek grew on me a little bit hasnt happened yet with e60 in my opinion the tail pipes make the e39 m5 and amgs look good not so with e60 they make it look even dorkier
jenno2,2004-03-04 20:35:23+00:00,depending on what time of the morning you are driving 530amyou may be seeing bmws being driven from port hueneme to various dealers that is why they are in a line i have seen them all from the 7 to 3s interestingly they are somes disguised to hide new models makes the drive fun from west valley to pasadena i drive a 330i and dream about the new 6 waiting for that to drive by
danny1878,2004-03-04 21:25:49+00:00,you are right about the previous tl especially the trunk front is okay but not the butti heard someone said that there will be a new tl with awd
cjs2002,2004-03-05 00:03:46+00:00,comparing the tl and the g final days i like both cars but have my issues with both for starters the tls interior blows away the gs but by no means is the g terrible yet the g blows away the tl in my opinion when it comes to driving i drove both and dont like the way the tl drives and dont know why the g i like but then again i just dont know aaaaahhhh i hate car shoping things are too hard the tl though just reminds me of a rebadge honda accord and that really gets under my skin where as the g doesnt really remind me of anything
jrock65,2004-03-05 01:02:13+00:00,how soon do you need to get the carif the interior is your major gripe about the g and if you can wait you might consider waiting until the 2005 comes out theyre apparently redoing the interior
pat,2004-03-05 02:31:42+00:00,with that dilemma you will want to spend some time reading the posts in our very active infiniti g35 vs 2004 acura tl discussion thatll keep you busy for a while best of luck with your decisionand isnt it really nice to have this kind of problem to deal with
pat,2004-03-05 17:06:02+00:00,consumers most wanted vehicles for 2004 survey is posted and ready for your input
raher,2004-03-05 17:55:17+00:00,tl sales up 576 percent compared to 2003 torrance calif 03022004 continuing its recordbreaking streak for the fourth consecutive month acura posted february sales of 15155 vehicles shattering the previous record of 13677 set in february 2001 and ending the month up 338 percent compared to last year the division announced today yeartodate acura sales rose to 28286 up 294 percent compared to last year the tl performance luxury sedan and mdx luxury suv both set new february records the tl acuras top selling vehicle for the past five months sold 6274 units and beat the existing record of 5878 set in february 2001 compared to the same month last year tl sales increased 576 percent the popular mdx set a new february record of 4929 units an increase of 92 percent versus a year ago demand for the new tl sedan is stronger than ever said dick colliver executive vice president sales the allnew car is doing an excellent job of attracting new buyers to acura the hotselling tsx sports sedan also continues to perform above forecast with sales of 1959 units
raher,2004-03-05 18:30:11+00:00,05 acura rl as you probably know by now a prototype of the production 05 rl is set to be unveiled at next months new york international auto show as usual the temple of vtec will be in attendance delivering full coverage just recently weve heard some information from several diverse sources and the info seems to be fairly solid some of the stuff has already been confirmed by logical interpretation of public statements but some of it is new in the first category is the drivetrain we can say with virtually 100 certainty that it will be a v6 with awd the awd system will almost certainly be based upon the pilotmdxs vtm system one source in our own forums goes a step further and reports that the standard torque biasing will be 7030 front to rear current horsepower estimates peg the car at around 300hp weve heard a number of figures on displacement ranging from 34 to 38l but our best guess is that it will use a 35l variant of the tls motor ima does not seem to be a part of the equation at the time of launch other interesting tidbits the rl will feature fairly extensive use of aluminum body panels roof hood and trunklid the car will also continue to build upon acuras renewed emphasis on performance the car is said to perform as well or better than the hot 04 tl recall the tl 6mts very impressive skidpad and slalom figures based upon our sources it seems the car will be positioned lower than where earlier rumors had it pegged those rumors indicated it would be a true 7series sclass or lexus ls competitor while the tl is positioned against the 5series yet priced like a 3series the rl will very likely fall somewhere in between the 5series and 7series in size pricing will probably not deviate too far from the current rls pricing and the content level will build upon the tls segmentblasting features weve heard a few reports that luxury items such as power adjusted rear seats will appear on the rl its our understanding that the cars audio system was not developed with els i will personally be surprised if it surpasses the tls superb els system as in past legendrl models the cars development was carried out almost entirely in japan and it will be built there as well
blueguydotcom,2004-03-05 18:37:20+00:00,one source in our own forums goes a step further and reports that the standard torque biasing will be 7030 front to rear current horsepower estimates peg the car at around 300hpi hope thats a misprint and they meant 30 front 70 rear what sort of fool would want a performance sedan with 70 of the power going through the wrong wheels
